ObjectId,merge_province_cn,power_type_cn,method,low_return_entry,conventional_6p5,strict_marginal,selected_capacity_mw,selected_h2_t_per_year
10807,河南,光伏,daily_peak,False,False,False,0.00025214493712140385,0.0037397234957957737
10808,河北,光伏,daily_peak,False,False,False,0.000715825145459043,0.017179240507059965
10811,安徽,光伏,daily_peak,False,False,False,1.0,0.5354994961288779
10813,江苏,光伏,daily_peak,False,False,False,0.0006178353983037213,0.0062132586290133155
10818,安徽,光伏,daily_peak,False,False,False,1.0,0.011101868399211666
1082,广西,光伏,daily_peak,False,False,False,1.0,11.960425800628729
10821,内蒙古,光伏,daily_peak,False,False,False,1.0,14.382636307925592
10826,江苏,光伏,daily_peak,False,False,False,0.000699750350768805,0.007278695220181826
10829,山东,光伏,daily_peak,False,False,False,1.0,1.6859636044698176
10835,吉林,光伏,daily_peak,False,False,False,1.0,8.243995192044647
10841,江苏,光伏,daily_peak,False,False,False,0.0006642022523508423,0.006623124694708483
10844,山东,光伏,daily_peak,False,False,False,1.0,1.9999420845015818
10846,吉林,光伏,daily_peak,False,False,False,1.0,8.155333179265657
10849,山西,光伏,daily_peak,False,False,False,1.0,2.080413521884067
10852,内蒙古,光伏,daily_peak,False,False,False,1.0,15.185636410902255
10854,西藏,光伏,daily_peak,True,True,False,2.2049490904533218,80.97120158004145
10859,吉林,光伏,daily_peak,False,False,False,1.0,8.155333179265657
1086,广西,光伏,daily_peak,False,False,False,1.0,11.27093805948854
10862,辽宁,光伏,daily_peak,False,False,False,1.0,11.654945126015194
10866,江苏,光伏,daily_peak,False,False,False,0.0009401835799027961,0.009454953213377092
10867,河北,光伏,daily_peak,False,False,False,1.0,1.342314165673558
10868,辽宁,光伏,daily_peak,False,False,False,1.0,0.43392398062644466
10871,河北,光伏,daily_peak,False,False,False,1.0,3.0635005589984283
10873,安徽,光伏,daily_peak,False,False,False,1.0,2.1095931442741405
10880,江苏,光伏,daily_peak,False,False,False,0.00026654120756432306,0.002700504171437433
10882,河北,光伏,daily_peak,False,False,False,1.0,15.023473542198877
10885,河南,光伏,daily_peak,False,False,False,1.0,0.20952439910491472
10892,海南,光伏,daily_peak,False,False,False,1.0,8.638561818709103
10894,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10895,山东,光伏,daily_peak,False,False,False,1.0,10.57288394175912
