ObjectId,merge_province_cn,power_type_cn,capacity_mw,latitude,longitude,low_return_entry,conventional_6p5,strict_marginal,low_selected_capacity_mw,low_selected_h2_t_per_year,low_selected_npv_100m_cny,high_selected_capacity_mw,high_selected_h2_t_per_year
W8197,云南,风电,48.0,25.5667,101.3699,False,False,False,1.0270955523943182,14.363191973801111,-0.098632184366855,1.0270955523943182,14.363191973801111
W8198,云南,风电,50.0,25.5456,101.3146,False,False,False,1.0159338159176168,14.482996845556242,-0.09559670349940798,1.0159338159176168,14.482996845556242
W820,福建,风电,48.0,25.3049,119.1964,False,False,False,0.0,0.0,0.0,0.0,0.0
W8200,云南,风电,48.0,25.599,101.3233,False,False,False,1.0270955523943182,14.363191973801111,-0.098632184366855,1.0270955523943182,14.363191973801111
W8201,云南,风电,44.0,25.5239,101.3763,False,False,False,1.0081364535672441,13.72182977203241,-0.09948976822693438,1.0081364535672441,13.72182977203241
W8202,云南,风电,46.0,25.6093,101.2626,False,False,False,1.0186907849997169,14.047893508379282,-0.09923211125069387,1.0186907849997169,14.047893508379282
W8203,云南,风电,80.0,24.9208,103.1346,False,False,False,1.0129551139526394,24.973992594607136,-0.028170590079551246,1.0129551139526394,24.973992594607136
W8205,云南,风电,50.0,25.0001,102.0001,False,False,False,1.0067057413075422,14.974364129052564,-0.09030807648252355,1.0067057413075422,14.974364129052564
W8206,云南,风电,164.0,23.6051,101.7889,False,False,False,1.0114808575705396,13.849352992073308,-0.09920674247961919,1.0114808575705396,13.849352992073308
W8207,云南,风电,50.0,25.8225,101.9767,False,False,False,1.0258104937180976,17.77170107557775,-0.07493055175418102,1.0258104937180976,17.77170107557775
W8208,云南,风电,50.0,25.7399,101.9767,False,False,False,1.002407460680427,23.005190621168012,-0.038436669347119715,1.002407460680427,23.005190621168012
W8210,云南,风电,50.0,25.6326,99.193,False,False,False,1.0004181959552736,2.4658529244952954,-0.1782924938475236,1.0004181959552736,2.4658529244952954
W8211,云南,风电,50.0,25.5431,99.1017,False,False,False,1.0004181959552736,2.4658529244952954,-0.1782924938475236,1.0004181959552736,2.4658529244952954
W8212,云南,风电,100.0,24.1905,102.9257,False,False,False,1.0116300074742297,17.18130161446319,-0.07600689519404927,1.0116300074742297,17.18130161446319
W8213,云南,风电,48.0,24.1127,102.7653,False,False,False,1.0009485537017109,13.302344143386518,-0.1010726186521116,1.0009485537017109,13.302344143386518
W8214,云南,风电,48.0,25.5445,103.932,True,False,True,1.0115872653401987,30.769979265683986,0.007812790465423635,1.0115872653401987,30.769979265683986
W8215,云南,风电,48.0,25.5846,103.9292,False,False,False,1.0052899495928613,26.040107371577225,-0.020227814598620213,1.0052899495928613,26.040107371577225
W8216,云南,风电,180.0,25.7515,103.837,False,False,False,1.0017537074754888,16.250864277328542,-0.08023536761584878,1.0017537074754888,16.250864277328542
W8217,云南,风电,66.0,27.6034,103.5267,False,False,False,1.0119858484045894,3.9031676068138323,-0.17026212623778184,1.0119858484045894,3.9031676068138323
W8218,浙江,风电,45.0,29.8231,121.9411,False,False,False,1.0044590730529277,5.338028668094395,-0.1585499412598872,1.0044590730529277,5.338028668094395
W8222,浙江,风电,16.0,27.375,120.6356,False,False,False,0.0006421943728283956,0.006507604024797456,-7.924255969737762e-05,0.0006421943728283956,0.006507604024797456
W8223,浙江,风电,14.0,27.1732,120.5249,False,False,False,0.0007707678675799086,0.008386636930761781,-9.099950803363929e-05,0.0007707678675799086,0.008386636930761781
W8224,浙江,风电,22.0,30.9501,120.0324,False,False,False,1.188791015625,1.971723935364051,-0.21873886296912703,1.188791015625,1.971723935364051
W8225,浙江,风电,70.0,30.8314,119.901,False,False,False,1.0043645330686555,6.769967070956983,-0.14828890018060786,1.0043645330686555,6.769967070956983
W8229,浙江,风电,14.0,27.8314,121.1094,False,False,False,0.0009307946004619951,0.009979294864465797,-0.00011095183132237635,0.0009307946004619951,0.009979294864465797
W823,福建,风电,48.0,25.5444,119.2297,False,False,False,0.0,0.0,0.0,0.0,0.0
W8230,浙江,风电,15.0,29.4782,120.2329,False,False,False,0.0013512097816287263,0.013352273798348448,-0.0001691561582685297,0.0013512097816287263,0.013352273798348448
W8231,浙江,风电,22.0,29.6194,121.6744,False,False,False,1.3646961669921875,1.2394668161656057,-0.25844383208510896,1.3646961669921875,1.2394668161656057
W8232,浙江,风电,50.0,31.0511,119.3653,False,False,False,1.0103539521929594,5.2040346130483695,-0.16065579966985225,1.0103539521929594,5.2040346130483695
W8233,浙江,风电,40.0,30.2994,120.8025,False,False,False,1.0133100257010235,3.904061260311459,-0.17053143249359876,1.0133100257010235,3.904061260311459
W8234,浙江,风电,10.0,30.3289,120.8374,False,False,False,0.0012676018930032065,0.01596367203956555,-0.00013419366628908316,0.0012676018930032065,0.01596367203956555
W8235,浙江,风电,40.0,30.5772,121.0365,False,False,False,1.0052726583537976,5.072438443727275,-0.16060698460182465,1.0052726583537976,5.072438443727275
W8236,浙江,风电,42.0,29.0001,120.0001,False,False,False,1.0723875399384775,2.0111267085642286,-0.1956529014185907,1.0723875399384775,2.0111267085642286
W8237,浙江,风电,38.0,30.6878,119.8975,False,False,False,1.0135363802333441,2.53853143752314,-0.18034702874778086,1.0135363802333441,2.53853143752314
W8240,浙江,风电,45.0,29.8705,121.0788,False,False,False,1.025062399491794,4.343535435247881,-0.16968861210260178,1.025062399491794,4.343535435247881
W8241,浙江,风电,50.0,29.4003,121.6379,False,False,False,1.0096583726961244,5.037721835746893,-0.16171217837589522,1.0096583726961244,5.037721835746893
W8242,浙江,风电,45.0,29.5808,121.9442,False,False,False,1.008530826038445,4.457228136958831,-0.16563965773617836,1.008530826038445,4.457228136958831
W8243,浙江,风电,48.0,29.2144,121.4292,False,False,False,1.0771598134170874,2.8944880292155073,-0.19026362686750595,1.0771598134170874,2.8944880292155073
W8244,浙江,风电,42.0,28.5681,120.8001,False,False,False,1.0042417956744625,1.3523133659966984,-0.187024916367128,1.0042417956744625,1.3523133659966984
W8245,浙江,风电,24.0,28.8432,120.4361,False,False,False,1.29646533203125,0.7412881741280594,-0.24865014955382347,1.29646533203125,0.7412881741280594
W8246,浙江,风电,16.0,28.9492,120.6639,False,False,False,0.0013045957395064532,0.013109674539619299,-0.0001617649497748089,0.0013045957395064532,0.013109674539619299
W8247,浙江,风电,20.0,28.9347,120.6561,False,False,False,1.0803876953125,0.6177400359556997,-0.2072084428028572,1.0803876953125,0.6177400359556997
W8248,浙江,风电,22.0,29.0001,120.0001,False,False,False,1.1437078857421874,0.5735750025188883,-0.21992920800576327,1.1437078857421874,0.5735750025188883
W8250,浙江,风电,28.0,30.6608,121.2115,False,False,False,1.078372226807564,3.200766834862987,-0.18830935069278937,1.078372226807564,3.200766834862987
W8252,浙江,风电,16.0,27.6484,120.6178,False,False,False,0.0006421943728283956,0.006507604024797456,-7.924255969737762e-05,0.0006421943728283956,0.006507604024797456
W8254,浙江,风电,250.0,27.6227,119.072,False,False,False,1.0099516984931152,5.081510485675987,-0.1614423345510912,1.0099516984931152,5.081510485675987
W8255,浙江,风电,40.0,29.0001,120.0001,False,False,False,1.0213213992057477,1.9153587000594023,-0.18633608388740702,1.0213213992057477,1.9153587000594023
W8258,浙江,风电,60.0,29.0378,121.4864,False,False,False,1.0036503576851181,5.587790339060885,-0.15660639775446578,1.0036503576851181,5.587790339060885
W826,福建,风电,16.0,25.219,119.4953,False,False,False,0.0,0.0,0.0,0.0,0.0
W8261,浙江,风电,20.0,30.8211,122.6526,False,False,False,1.46289501953125,1.9080731323123867,-0.27288724667165076,1.46289501953125,1.9080731323123867
W8263,浙江,风电,40.0,28.4106,121.6166,False,False,False,1.0288346194498619,4.046239229116678,-0.1725563706829325,1.0288346194498619,4.046239229116678
W8266,浙江,风电,18.0,29.1343,121.806,False,False,False,1.1301300048828125,0.897631842751234,-0.21494523426340495,1.1301300048828125,0.897631842751234
W8267,浙江,风电,26.0,29.1731,122.0418,False,False,False,1.0319829046998286,1.9224449821501923,-0.18837435308949735,1.0319829046998286,1.9224449821501923
