ObjectId,province,technology,capacity_mw,latitude,longitude,low_return_entry,conventional_6p5,strict_marginal,low_selected_capacity_mw,low_selected_h2_t_per_year,low_selected_npv_100m_cny,high_selected_capacity_mw,high_selected_h2_t_per_year
10329,Ningxia,solar PV,10.0,39.1661,106.6357,False,False,False,1.0,14.94205892515417,-0.0891746683997073,1.0,14.94205892515417
10330,Ningxia,solar PV,10.0,36.5536,105.8441,False,False,False,1.0,12.935786189422236,-0.1034494217715069,1.0,12.935786189422236
10331,Ningxia,solar PV,10.0,37.848,106.637,False,False,False,1.0,13.678463904695308,-0.0981724288920267,1.0,13.678463904695308
10332,Ningxia,solar PV,10.0,37.8481,106.6375,False,False,False,1.0,13.678463904695308,-0.0981724288920267,1.0,13.678463904695308
10333,Ningxia,solar PV,10.0,37.3424,106.1479,False,False,False,1.0,13.621427887480593,-0.0985697932964377,1.0,13.621427887480593
10341,Jilin,solar PV,7.7,44.4311,125.1662,False,False,False,1.0,3.7616282699186607,-0.1689572480111756,1.0,3.7616282699186607
10342,Hubei,solar PV,1.6,30.5951,114.2999,False,False,False,0.0005134401603424,0.0096240601690788,-3.2931265103910145e-05,0.0005134401603424,0.0096240601690788
10343,Hubei,solar PV,2.0,30.5951,114.2999,False,False,False,1.0,0.0061433934985827,-0.1958493072953283,1.0,0.0061433934985827
10345,Tianjin,solar PV,2.0,38.8439,117.4532,False,False,False,0.0008098606740259,0.0149537774246981,-5.362007726430608e-05,0.0008098606740259,0.0149537774246981
10346,Shandong,solar PV,2.3,34.6117,118.3612,False,False,False,1.0,0.0349663066385396,-0.1956425513526955,1.0,0.0349663066385396
10347,Hebei,solar PV,5.6,38.043,114.5088,False,False,False,1.0,6.0425887919391545,-0.1527032440369212,1.0,6.0425887919391545
10351,Jiangsu,solar PV,1.9,31.4474,121.1022,False,False,False,0.0002406506678809,0.002379082271284,-3.009407106549442e-05,0.0002406506678809,0.002379082271284
10352,Shandong,solar PV,7.2,35.1006,117.4552,False,False,False,1.0,3.7253000331223034,-0.1692252705265589,1.0,3.7253000331223034
10353,Zhejiang,solar PV,7.0,27.4985,120.6612,False,False,False,0.0,0.0,0.0,0.0,0.0
10354,Zhejiang,solar PV,1.5,29.0573,120.4456,False,False,False,0.0,0.0,0.0,0.0,0.0
10357,Jiangsu,solar PV,10.0,33.178,118.059,False,False,False,1.0,0.2323700988218725,-0.1942234109202138,1.0,0.2323700988218725
10358,Zhejiang,solar PV,5.0,30.801,120.012,False,False,False,0.0,0.0,0.0,0.0,0.0
