resource_branch,scenario_id,terminal_h2_price_2060_real_cny_per_kg,price_path_shape,learning_case,scope,cohort_count,retain_low_return_count,reach_colocated_6p5_count,reach_independent_h2_8_count,raw_npv_colocated_6p5_pass_count,raw_npv_independent_h2_8_pass_count,retain_low_return_share,reach_colocated_6p5_share,reach_independent_h2_8_share,npv_low_total_100m_cny,npv_colocated_6p5_total_100m_cny,capacity_gw,capex_100m_cny,h2_mt_per_year
curtailment_only,curtailment_only_P12_front_loaded_life_only,12.0,front_loaded,life_only,all_low_return_admissions,1889,0,0,0,0,0,0.0,0.0,0.0,-643.6706481210193,-400.9935408875,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P12_front_loaded_life_only,12.0,front_loaded,life_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-185.62214657966473,-111.16315422283674,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P12_front_loaded_stack_cost_only,12.0,front_loaded,stack_cost_only,all_low_return_admissions,1889,0,0,0,0,0,0.0,0.0,0.0,-608.2587181370293,-391.2253775348039,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P12_front_loaded_stack_cost_only,12.0,front_loaded,stack_cost_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-180.6825795821354,-110.17985495241123,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P12_front_loaded_combined,12.0,front_loaded,combined,all_low_return_admissions,1889,2,0,0,0,0,0.0010587612493382743,0.0,0.0,-566.8805080100633,-381.60631298718386,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P12_front_loaded_combined,12.0,front_loaded,combined,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-179.47074958315739,-109.94694265147716,1.996362631393401,143.7381094603249,0.05966946211001487
curtailment_only,curtailment_only_P12_linear_none,12.0,linear,none,all_low_return_admissions,1889,85,11,11,11,11,0.044997353096876656,0.005823186871360508,0.005823186871360508,-330.63807672134277,-235.49995370971502,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P12_linear_none,12.0,linear,none,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-130.24338567815417,-82.15043107061459,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P12_linear_energy_only,12.0,linear,energy_only,all_low_return_admissions,1889,141,21,11,21,11,0.07464266807834834,0.01111699311805188,0.005823186871360508,-287.71359233876143,-225.5093246985424,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P12_linear_energy_only,12.0,linear,energy_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-129.00835148506147,-81.91276998009114,1.996362631393401,143.7381094603249,0.05966946211001487
curtailment_only,curtailment_only_P12_linear_life_only,12.0,linear,life_only,all_low_return_admissions,1889,85,11,11,11,11,0.044997353096876656,0.005823186871360508,0.005823186871360508,-330.63807672134277,-235.49995370971502,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P12_linear_life_only,12.0,linear,life_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-130.24338567815417,-82.15043107061459,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P12_linear_stack_cost_only,12.0,linear,stack_cost_only,all_low_return_admissions,1889,102,13,11,13,11,0.05399682371625199,0.006881948120698782,0.005823186871360508,-296.2262287123076,-226.01554783007492,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P12_linear_stack_cost_only,12.0,linear,stack_cost_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-125.30381868062484,-81.16713180018908,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P12_linear_combined,12.0,linear,combined,all_low_return_admissions,1889,186,28,12,28,12,0.0984647961884595,0.014822657490735839,0.006352567496029645,-254.3307649746013,-216.28370825892898,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P12_linear_combined,12.0,linear,combined,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-124.06878448753214,-80.92947070966562,1.996362631393401,143.7381094603249,0.05966946211001487
curtailment_only,curtailment_only_P12_back_loaded_none,12.0,back_loaded,none,all_low_return_admissions,1889,459,241,170,241,170,0.24298570672313394,0.12758073054526203,0.08999470619375331,-43.3305547569229,-106.42741445095184,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P12_back_loaded_none,12.0,back_loaded,none,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-78.01959241542639,-58.68353323550833,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P12_back_loaded_energy_only,12.0,back_loaded,energy_only,all_low_return_admissions,1889,619,270,192,270,192,0.3276866066701959,0.142932768660667,0.10164107993647432,1.2395173999006082,-95.98917465153225,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P12_back_loaded_energy_only,12.0,back_loaded,energy_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-76.74224252190999,-58.437287231176484,1.996362631393401,143.7381094603249,0.05966946211001487
curtailment_only,curtailment_only_P12_back_loaded_life_only,12.0,back_loaded,life_only,all_low_return_admissions,1889,459,241,170,241,170,0.24298570672313394,0.12758073054526203,0.08999470619375331,-43.3305547569229,-106.42741445095184,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P12_back_loaded_life_only,12.0,back_loaded,life_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-78.01959241542639,-58.68353323550833,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P12_back_loaded_stack_cost_only,12.0,back_loaded,stack_cost_only,all_low_return_admissions,1889,529,263,186,263,186,0.28004235044997355,0.13922710428798307,0.0984647961884595,-10.57172583043008,-97.35229419325549,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P12_back_loaded_stack_cost_only,12.0,back_loaded,stack_cost_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-73.0801247676077,-57.700259310761716,1.996362631393401,143.7381094603249,0.05942821624515723
